"idade","vacina_newcastle","vacina_salmonella","nro_aves","tipo_exploracao","segmento","exploracao","finalidade","materiais_coletados_array"
"49 semanas","Sim, inativa.","Sim, inativa.",32926,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"11 semanas","Sim, viva","Sim, viva",44723,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Propé LF"",""Propé LM"",Soros}"
"11 semanas","Sim, viva","Sim, viva",55030,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto""}"
"5 dias",Não,Não,288100,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Propé LF"",""Propé LM"",""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LM""}"
"3 dias",Não,Não,24876,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LMF""}"
"48 semanas","Sim, inativa.","Sim, inativa.",8854,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"24 semanas","Sim, inativa.","Sim, inativa.",16200,Matriz,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Propé Misto"",""Propé Misto""}"
"1 dia",Não,Não,26345,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LM"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto""}"
"10 semanas","Sim, viva","Sim, viva",45185,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Propé Misto""}"
"27 semanas","Sim, inativa.","Sim, inativa.",38628,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"63 semanas","Sim, viva/inativa","Sim, inativa.",13040,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",16670,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"47 semanas","Sim, inativa.","Sim, inativa.",23076,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto"",""Propé Misto"",""Propé Misto""}"
"37 semanas","Sim, inativa.","Sim, inativa.",22443,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto"",""Propé Misto"",""Propé Misto"",""Propé Misto""}"
"60 semanas","Sim, viva/inativa","Sim, viva/inativa",19156,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Cloaca""}"
"53 semanas","Sim, viva/inativa","Sim, viva/inativa",39986,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",31834,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"51 semanas","Sim, viva/inativa","Sim, inativa.",16127,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"5 dias",Não,Não,37390,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Propé LF"",""Suabe Fundo de Caixa LF""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",31012,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",8483,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"36 semanas","Sim, inativa.","Sim, inativa.",33802,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"31 semanas","Sim, viva/inativa","Sim, viva/inativa",73215,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"24 semanas","Sim, inativa.",Não,17940,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"11 semanas","Sim, viva","Sim, viva",31410,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto""}"
"64 semanas","Sim, viva/inativa","Sim, inativa.",23627,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"62 semanas","Sim, inativa.","Sim, inativa.",35650,Matriz,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Meconio,""Ovos Bicados ""}"
"2 dias",Não,Não,49350,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Suabe Fundo de Caixa LF"",""Suabe de Arrasto LF"",""Suabe de Arrasto LF""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",12200,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"33 semanas","Sim, inativa.","Sim, viva",4966,Matriz,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Propé LF"",""Propé LM"",Soros}"
"5 dias",Não,Não,30900,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Propé LF"",""Propé Misto"",""Cepilho/Papel Fundo Caixa LF"",""Cepilho/Papel Fundo Caixa LM""}"
"62 semanas","Sim, viva/inativa","Sim, viva/inativa",8181,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"39 semanas","Sim, viva/inativa","Sim, viva/inativa",36049,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"52 semanas","Sim, viva/inativa","Sim, viva/inativa",7770,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"60 semanas","Sim, inativa.","Sim, inativa.",15508,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"50 semanas","Sim, inativa.","Sim, inativa.",24055,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"12 semanas","Sim, viva",Não,14774,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Fezes Frescas""}"
"27 semanas","Sim, viva/inativa","Sim, viva/inativa",39432,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"75 semanas","Sim, viva/inativa","Sim, inativa.",16300,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"48 semanas","Sim, viva/inativa","Sim, viva/inativa",7870,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"4 dias",Não,Não,37655,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LFM""}"
"30 semanas","Sim, viva/inativa","Sim, viva/inativa",34250,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"38 semanas","Sim, viva/inativa","Sim, viva/inativa",19045,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"35 semanas","Sim, inativa.",Não,20119,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Fezes Frescas""}"
"36 semanas","Sim, inativa.",Não,12892,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"1 dia",Não,Não,5943,Matriz,AVES_GENETICA,Reprodução,Granja de recria,{Soros}
"25 semanas","Sim, viva/inativa","Sim, viva/inativa",55619,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"27 semanas","Sim, viva/inativa","Sim, viva/inativa",47255,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"24 semanas","Sim, viva/inativa","Sim, viva/inativa",37984,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"48 semanas","Sim, viva/inativa","Sim, viva/inativa",31750,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Cloaca""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",8263,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"11 semanas","Sim, viva","Sim, viva",30000,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto""}"
"60 semanas","Sim, viva/inativa","Sim, viva/inativa",14630,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"60 semanas","Sim, viva/inativa","Sim, inativa.",13274,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",7387,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"12 semanas","Sim, inativa.",Não,23917,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Fezes Frescas""}"
"86 semanas","Sim, viva/inativa","Sim, inativa.",20164,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",7285,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"24 semanas","Sim, viva/inativa","Sim, viva/inativa",8670,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",8322,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"60 semanas","Sim, viva/inativa","Sim, viva/inativa",28901,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"5 dias",Não,Não,36913,Matriz,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LF"",""Aves Mortas LM"",""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LM"",""Suabe de Arrasto LF"",""Suabe de Arrasto LF"",""Suabe de Arrasto LM""}"
"30 semanas","Sim, viva/inativa","Sim, viva/inativa",38821,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados - Pool de fígado + baço + bursa (órgãos)"",""Ovos Bicados - Pool de cecos"",""Ovos Bicados - Pool de gema""}"
"24 semanas","Sim, viva/inativa","Sim, viva/inativa",20956,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"1 dia",Não,Não,11462,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Propé LF"",""Propé LM"",Soros,""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LM""}"
"60 semanas","Sim, viva/inativa","Sim, viva/inativa",15840,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"74 semanas","Sim, viva/inativa","Sim, viva/inativa",17160,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"35 semanas","Sim, viva/inativa","Sim, viva/inativa",8000,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"106 semanas","Sim, viva/inativa","Sim, inativa.",17534,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",32311,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"11 semanas","Sim, viva","Sim, viva",34981,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Propé LF"",""Propé LF"",""Propé LM"",Soros}"
"1 semana",Não,Não,11800,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Propé LF"",""Suabe Fundo de Caixa LF""}"
"55 semanas","Sim, inativa.","Sim, viva",4737,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{""Propé LF"",""Propé LM"",Soros}"
"63 semanas","Sim, inativa.",Não,35173,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",24220,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"38 semanas","Sim, viva/inativa","Sim, viva/inativa",8020,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"47 semanas","Sim, viva/inativa",Não,10656,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Fezes Frescas""}"
"36 semanas","Sim, inativa.","Sim, inativa.",25805,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto"",""Propé Misto""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",15630,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",37751,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"3 dias",Não,Não,44815,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LFF"",""Suabe Fundo de Caixa LFF""}"
"24 semanas","Sim, viva/inativa","Sim, viva/inativa",37910,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Cloaca""}"
"1 dia",Não,Não,25630,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LFF""}"
"42 semanas","Sim, inativa.","Sim, viva",4769,Matriz,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Meconio,""Ovos Bicados ""}"
"39 semanas","Sim, inativa.","Sim, inativa.",35203,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto"",""Propé Misto"",""Propé Misto"",""Propé Misto""}"
"12 semanas","Sim, viva","Sim, viva",35927,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Propé LF"",Soros}"
"6 dias",Não,Não,51165,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Suabe de Arrasto Misto"",""Aves Mortas Misto"",""Suabe Fundo de Caixa Misto""}"
"47 semanas","Sim, viva/inativa","Sim, viva/inativa",23777,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"24 semanas","Sim, inativa.","Sim, inativa.",17133,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",30663,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"48 semanas","Sim, viva/inativa","Sim, viva/inativa",30312,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Cloaca""}"
"27 semanas","Sim, viva/inativa",Não,21559,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Meconio,""Ovos Bicados ""}"
"72 semanas","Sim, viva/inativa","Sim, inativa.",9917,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"59 semanas","Sim, inativa.","Sim, inativa.",21689,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto"",""Propé Misto""}"
"26 semanas","Sim, inativa.","Sim, inativa.",34722,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"63 semanas","Sim, inativa.","Sim, inativa.",45852,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"48 semanas","Sim, viva","Sim, inativa.",12049,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"39 semanas","Sim, viva/inativa","Sim, viva/inativa",29820,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",57639,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"51 semanas","Sim, inativa.","Sim, inativa.",17258,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"2 dias",Não,Não,68802,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LFF"",""Suabe Fundo de Caixa LFF""}"
"49 semanas","Sim, viva/inativa","Sim, inativa.",11814,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"2 semanas",Não,Não,34924,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LMF"",""Suabe de Arrasto LMF""}"
"24 semanas","Sim, viva/inativa","Sim, inativa.",24100,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"38 semanas","Sim, inativa.","Sim, inativa.",25538,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"11 semanas","Sim, viva",Não,40921,Matriz,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Propé Misto"",""Propé Misto"",""Propé Misto""}"
"39 semanas","Sim, viva/inativa","Sim, viva/inativa",36992,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"39 semanas","Sim, viva/inativa","Sim, viva/inativa",16630,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"4 dias",Não,Não,27054,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LMF"",""Suabe de Arrasto LMF""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",25022,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"48 semanas","Sim, viva/inativa","Sim, inativa.",7107,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"49 semanas","Sim, viva/inativa","Sim, viva/inativa",16058,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"63 semanas","Sim, inativa.","Sim, inativa.",27251,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"62 semanas","Sim, inativa.",Não,2940,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Meconio,""Ovos Bicados ""}"
"10 semanas",Não,Não,17845,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Propé Misto""}"
"25 semanas","Sim, viva/inativa","Sim, viva/inativa",61800,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"1 dia",Não,Não,25630,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LFM"",""Suabe Fundo de Caixa LFM""}"
"24 semanas","Sim, inativa.",Não,13648,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"37 semanas","Sim, inativa.","Sim, inativa.",25505,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"49 semanas","Sim, viva/inativa","Sim, inativa.",42883,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"61 semanas","Sim, viva/inativa","Sim, viva/inativa",28707,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Cloaca""}"
"53 semanas","Sim, viva/inativa","Sim, viva/inativa",23370,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"36 semanas","Sim, viva/inativa","Sim, inativa.",11954,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"29 semanas","Sim, inativa.","Sim, inativa.",34062,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados - Pool de fígado + baço + bursa (órgãos)"",""Ovos Bicados - Pool de cecos""}"
"12 semanas","Sim, viva","Sim, viva",34737,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Suabe de Cloaca""}"
"5 dias",Não,Não,49246,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LM"",""Suabe de Arrasto LF"",""Suabe de Arrasto LM""}"
"61 semanas","Sim, viva","Sim, inativa.",22960,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"37 semanas","Sim, inativa.","Sim, inativa.",32458,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",28404,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",29970,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"96 semanas","Sim, viva","Sim, inativa.",21684,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"11 semanas","Sim, viva","Sim, viva",34599,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Suabe de Arrasto LF"",""Suabe de Arrasto LM"",""Suabe de Arrasto Misto""}"
"24 semanas","Sim, viva/inativa","Sim, viva/inativa",19880,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",30931,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"26 semanas","Sim, viva/inativa","Sim, inativa.",10470,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados - Pool de fígado + baço + bursa (órgãos)"",""Ovos Bicados - Pool de cecos"",""Ovos Bicados - Pool de gema""}"
"36 semanas","Sim, inativa.","Sim, inativa.",8553,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",15170,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"60 semanas","Sim, inativa.","Sim, inativa.",16852,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto""}"
"52 semanas","Sim, viva/inativa","Sim, viva/inativa",9520,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",15820,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
